45.92
46.07
46.20
45.93
45.93
45.88
45.87
45.84
45.83
45.96
50.11
51.68
53.23
53.73
51.91
50.08
52.23
65.12
65.68
63.07
60.69
58.41
55.69
51.69
49.13
48.22
50.39
50.45
49.31
49.50
49.03
47.85
51.78
51.79
57.40
58.76
62.97
63.02
61.72
61.26
61.12
60.20
59.09
59.08
59.04
57.57
52.97
49.74
49.87
51.89
54.49
54.58
52.17
51.14
52.04
52.17
51.71
51.17
49.51
48.07
47.56
47.28
47.16
47.03
46.84
46.73
46.65
46.58
47.33
47.42
46.80
46.60
46.98
46.98
47.35
47.44
47.36
47.07
46.86
49.21
48.71
50.20
50.07
48.42
47.90
49.40
49.39
48.26
47.81
49.14
51.01
51.04
51.13
50.99
50.42
48.33
47.50
47.18
47.24
47.23
