2.77
2.85
3.02
4.96
9.74
7.94
5.03
4.22
3.81
3.55
3.36
3.44
3.87
4.13
4.28
3.62
3.38
3.18
3.01
2.91
2.86
2.81
2.78
2.75
2.73
2.76
2.75
3.42
4.30
3.97
3.42
3.15
2.99
2.89
2.81
2.74
2.70
2.75
2.80
2.79
2.72
2.69
2.63
2.58
2.57
3.29
4.44
3.64
3.21
3.12
3.13
2.96
2.84
2.86
2.80
4.61
10.39
8.54
5.21
4.27
3.80
3.47
3.28
3.21
3.21
3.11
3.00
2.90
2.81
2.76
2.72
2.67
2.67
2.64
2.65
2.70
2.58
2.51
2.48
2.55
2.92
3.14
2.86
2.73
2.73
2.83
2.93
2.78
2.86
2.72
3.27
3.29
2.82
2.61
2.51
2.49
2.76
3.21
2.99
2.70
